lat,long
44.835081394416335,-125.12487124501648
44.83508140785982,-125.12451354541577
44.83508142018299,-125.12415584581495
44.835081431385895,-125.12379814621397
44.8350814414685,-125.12344044661283
44.83508145043082,-125.12308274701161
44.83508145827285,-125.12272504741028
44.83508146499458,-125.12236734780883
44.83508147059602,-125.12200964820735
44.83508147507719,-125.12165194860577
44.835081478438056,-125.12129424900415
44.83508148067863,-125.12093654940251
44.83508148179893,-125.12057884980085
44.83508148179893,-125.12022115019916
44.83508148067864,-125.11986345059749
44.835081478438056,-125.11950575099586
44.83508147507719,-125.11914805139425
44.83508147059602,-125.11879035179265
44.83508146499458,-125.11843265219117
44.83508145827285,-125.11807495258975
44.83508145043082,-125.1177172529884
44.8350814414685,-125.11735955338717
44.835081431385895,-125.11700185378604
44.83508142018299,-125.11664415418505
44.83508140785982,-125.11628645458424
44.835081394416335,-125.11592875498354
44.83482687592722,-125.11592877466445
44.83457235742672,-125.11592879434512
44.83431783891483,-125.11592881402557
44.83406332039156,-125.11592883370578
44.83380880185688,-125.11592885338575
44.83355428331082,-125.11592887306549
44.83329976475337,-125.11592889274499
44.83304524618452,-125.1159289124243
44.8327907276043,-125.11592893210334
44.83253620901266,-125.11592895178215
44.832281690409644,-125.11592897146072
44.83202717179523,-125.11592899113909
44.83177265316943,-125.11592901081721
44.83151813453223,-125.1159290304951
44.83126361588366,-125.11592905017274
44.83100909722369,-125.11592906985017
44.83075457855232,-125.11592908952736
44.83050005986957,-125.1159291092043
44.83024554117542,-125.11592912888102
44.82999102246989,-125.11592914855753
44.82973650375296,-125.1159291682338
44.82948198502464,-125.11592918790983
44.82922746628494,-125.11592920758562
44.82897294753384,-125.1159292272612
44.828718428771346,-125.11592924693652
44.82871844221286,-125.11628690718096
44.828718454534254,-125.11664456742557
44.8287184657355,-125.11700222767031
44.82871847581664,-125.11735988791519
44.828718484777646,-125.11771754816019
44.82871849261852,-125.11807520840529
44.82871849933928,-125.11843286865049
44.828718504939914,-125.11879052889573
44.82871850942042,-125.11914818914107
44.8287185127808,-125.11950584938644
44.828718515021045,-125.11986350963184
44.82871851614118,-125.12022116987727
44.82871851614118,-125.12057883012274
44.828718515021045,-125.12093649036817
44.828718512780796,-125.12129415061356
44.82871850942042,-125.12165181085896
44.828718504939914,-125.12200947110428
44.82871849933928,-125.12236713134953
44.82871849261852,-125.12272479159472
44.828718484777646,-125.12308245183984
44.82871847581664,-125.12344011208482
44.8287184657355,-125.1237977723297
44.828718454534254,-125.12415543257444
44.82871844221286,-125.12451309281906
44.828718428771346,-125.12487075306349
44.82897294753385,-125.1248707727388
44.82922746628494,-125.12487079241438
44.82948198502464,-125.1248708120902
44.82973650375296,-125.12487083176623
44.82999102246989,-125.12487085144248
44.83024554117542,-125.12487087111899
44.83050005986957,-125.1248708907957
44.83075457855232,-125.12487091047265
44.8310090972237,-125.12487093014987
44.83126361588366,-125.1248709498273
44.831518134532246,-125.12487096950493
44.83177265316943,-125.12487098918281
44.83202717179523,-125.12487100886092
44.83228169040964,-125.12487102853929
44.83253620901266,-125.12487104821788
44.832790727604284,-125.12487106789668
44.83304524618452,-125.12487108757574
44.83329976475337,-125.12487110725502
44.83355428331082,-125.12487112693455
44.83380880185688,-125.12487114661425
44.83406332039155,-125.12487116629424
44.83431783891483,-125.12487118597447
44.83457235742672,-125.1248712056549
44.83482687592722,-125.12487122533555
44.835081394416335,-125.12487124501648
44.83508140785982,-125.12451354541577
44.83508142018299,-125.12415584581495
44.835081431385895,-125.12379814621397
44.8350814414685,-125.12344044661283
44.83508145043082,-125.12308274701161
44.83508145827285,-125.12272504741028
44.83508146499458,-125.12236734780883
44.83508147059602,-125.12200964820735
44.83508147507719,-125.12165194860577
44.835081478438056,-125.12129424900415
44.83508148067863,-125.12093654940251
44.83508148179893,-125.12057884980085
44.83508148179893,-125.12022115019916
44.83508148067864,-125.11986345059749
44.835081478438056,-125.11950575099586
44.83508147507719,-125.11914805139425
44.83508147059602,-125.11879035179265
44.83508146499458,-125.11843265219117
44.83508145827285,-125.11807495258975
44.83508145043082,-125.1177172529884
44.8350814414685,-125.11735955338717
44.835081431385895,-125.11700185378604
44.83508142018299,-125.11664415418505
44.83508140785982,-125.11628645458424
44.835081394416335,-125.11592875498354
44.83482687592722,-125.11592877466445
44.83457235742672,-125.11592879434512
44.83431783891483,-125.11592881402557
44.83406332039156,-125.11592883370578
44.83380880185688,-125.11592885338575
44.83355428331082,-125.11592887306549
44.83329976475337,-125.11592889274499
44.83304524618452,-125.1159289124243
44.8327907276043,-125.11592893210334
44.83253620901266,-125.11592895178215
44.832281690409644,-125.11592897146072
44.83202717179523,-125.11592899113909
44.83177265316943,-125.11592901081721
44.83151813453223,-125.1159290304951
44.83126361588366,-125.11592905017274
44.83100909722369,-125.11592906985017
44.83075457855232,-125.11592908952736
44.83050005986957,-125.1159291092043
44.83024554117542,-125.11592912888102
44.82999102246989,-125.11592914855753
44.82973650375296,-125.1159291682338
44.82948198502464,-125.11592918790983
44.82922746628494,-125.11592920758562
44.82897294753384,-125.1159292272612
44.828718428771346,-125.11592924693652
44.82871844221286,-125.11628690718096
44.828718454534254,-125.11664456742557
44.8287184657355,-125.11700222767031
44.82871847581664,-125.11735988791519
44.828718484777646,-125.11771754816019
44.82871849261852,-125.11807520840529
44.82871849933928,-125.11843286865049
44.828718504939914,-125.11879052889573
44.82871850942042,-125.11914818914107
44.8287185127808,-125.11950584938644
44.828718515021045,-125.11986350963184
44.82871851614118,-125.12022116987727
44.82871851614118,-125.12057883012274
44.828718515021045,-125.12093649036817
44.828718512780796,-125.12129415061356
44.82871850942042,-125.12165181085896
44.828718504939914,-125.12200947110428
44.82871849933928,-125.12236713134953
44.82871849261852,-125.12272479159472
44.828718484777646,-125.12308245183984
44.82871847581664,-125.12344011208482
44.8287184657355,-125.1237977723297
44.828718454534254,-125.12415543257444
44.82871844221286,-125.12451309281906
44.828718428771346,-125.12487075306349
44.82897294753385,-125.1248707727388
44.82922746628494,-125.12487079241438
44.82948198502464,-125.1248708120902
44.82973650375296,-125.12487083176623
44.82999102246989,-125.12487085144248
44.83024554117542,-125.12487087111899
44.83050005986957,-125.1248708907957
44.83075457855232,-125.12487091047265
44.8310090972237,-125.12487093014987
44.83126361588366,-125.1248709498273
44.831518134532246,-125.12487096950493
44.83177265316943,-125.12487098918281
44.83202717179523,-125.12487100886092
44.83228169040964,-125.12487102853929
44.83253620901266,-125.12487104821788
44.832790727604284,-125.12487106789668
44.83304524618452,-125.12487108757574
44.83329976475337,-125.12487110725502
44.83355428331082,-125.12487112693455
44.83380880185688,-125.12487114661425
44.83406332039155,-125.12487116629424
44.83431783891483,-125.12487118597447
44.83457235742672,-125.1248712056549
44.83482687592722,-125.12487122533555
44.835081394416335,-125.12487124501648
44.83508140785982,-125.12451354541577
44.83508142018299,-125.12415584581495
44.835081431385895,-125.12379814621397
44.8350814414685,-125.12344044661283
44.83508145043082,-125.12308274701161
44.83508145827285,-125.12272504741028
44.83508146499458,-125.12236734780883
44.83508147059602,-125.12200964820735
44.83508147507719,-125.12165194860577
44.835081478438056,-125.12129424900415
44.83508148067863,-125.12093654940251
44.83508148179893,-125.12057884980085
44.83508148179893,-125.12022115019916
44.83508148067864,-125.11986345059749
44.835081478438056,-125.11950575099586
44.83508147507719,-125.11914805139425
44.83508147059602,-125.11879035179265
44.83508146499458,-125.11843265219117
44.83508145827285,-125.11807495258975
44.83508145043082,-125.1177172529884
44.8350814414685,-125.11735955338717
44.835081431385895,-125.11700185378604
44.83508142018299,-125.11664415418505
44.83508140785982,-125.11628645458424
44.835081394416335,-125.11592875498354
44.83482687592722,-125.11592877466445
44.83457235742672,-125.11592879434512
44.83431783891483,-125.11592881402557
44.83406332039156,-125.11592883370578
44.83380880185688,-125.11592885338575
44.83355428331082,-125.11592887306549
44.83329976475337,-125.11592889274499
44.83304524618452,-125.1159289124243
44.8327907276043,-125.11592893210334
44.83253620901266,-125.11592895178215
44.832281690409644,-125.11592897146072
44.83202717179523,-125.11592899113909
44.83177265316943,-125.11592901081721
44.83151813453223,-125.1159290304951
44.83126361588366,-125.11592905017274
44.83100909722369,-125.11592906985017
44.83075457855232,-125.11592908952736
44.83050005986957,-125.1159291092043
44.83024554117542,-125.11592912888102
44.82999102246989,-125.11592914855753
44.82973650375296,-125.1159291682338
44.82948198502464,-125.11592918790983
44.82922746628494,-125.11592920758562
44.82897294753384,-125.1159292272612
44.828718428771346,-125.11592924693652
44.82871844221286,-125.11628690718096
44.828718454534254,-125.11664456742557
44.8287184657355,-125.11700222767031
44.82871847581664,-125.11735988791519
44.828718484777646,-125.11771754816019
44.82871849261852,-125.11807520840529
44.82871849933928,-125.11843286865049
44.828718504939914,-125.11879052889573
44.82871850942042,-125.11914818914107
44.8287185127808,-125.11950584938644
44.828718515021045,-125.11986350963184
44.82871851614118,-125.12022116987727
44.82871851614118,-125.12057883012274
44.828718515021045,-125.12093649036817
44.828718512780796,-125.12129415061356
44.82871850942042,-125.12165181085896
44.828718504939914,-125.12200947110428
44.82871849933928,-125.12236713134953
44.82871849261852,-125.12272479159472
44.828718484777646,-125.12308245183984
44.82871847581664,-125.12344011208482
44.8287184657355,-125.1237977723297
44.828718454534254,-125.12415543257444
44.82871844221286,-125.12451309281906
44.828718428771346,-125.12487075306349
44.82897294753385,-125.1248707727388
44.82922746628494,-125.12487079241438
