26-Jun-23 00:00:07.000000	1533195.0	2993795.0	3113735.0
26-Jun-23 00:00:27.000000	1539990.0	3048634.0	3054236.0
26-Jun-23 00:00:47.000000	1559559.0	3098532.0	2990546.0
26-Jun-23 00:01:07.000000	1591713.0	3143311.0	2922749.0
26-Jun-23 00:01:27.000000	1634756.0	3183020.0	2851540.0
26-Jun-23 00:01:47.000000	1687585.0	3216975.0	2776822.0
26-Jun-23 00:02:07.000000	1748780.0	3245437.0	2699371.0
26-Jun-23 00:02:27.000000	1816821.0	3268098.0	2619962.0
26-Jun-23 00:02:47.000000	1890071.0	3285029.0	2538738.0
26-Jun-23 00:03:07.000000	1967443.0	3296195.0	2456718.0
26-Jun-23 00:03:27.000000	2047084.0	3301266.0	2374337.0
26-Jun-23 00:03:47.000000	2128924.0	3300325.0	2292461.0
26-Jun-23 00:04:07.000000	2211109.0	3293681.0	2212348.0
26-Jun-23 00:04:27.000000	2293334.0	3280515.0	2134936.0
26-Jun-23 00:04:47.000000	2374751.0	3262062.0	2061189.0
26-Jun-23 00:05:07.000000	2454247.0	3237528.0	1993081.0
26-Jun-23 00:05:27.000000	2531864.0	3207485.0	1931477.0
26-Jun-23 00:05:47.000000	2606505.0	3171687.0	1877958.0
26-Jun-23 00:06:07.000000	2678103.0	3130505.0	1834134.0
26-Jun-23 00:06:27.000000	2746062.0	3084179.0	1801320.0
26-Jun-23 00:06:47.000000	2810205.0	3032576.0	1780944.0
26-Jun-23 00:07:07.000000	2870072.0	2976553.0	1773286.0
26-Jun-23 00:07:27.000000	2924998.0	2915763.0	1779206.0
26-Jun-23 00:07:47.000000	2975167.0	2850757.0	1798003.0
26-Jun-23 00:08:07.000000	3020738.0	2781852.0	1829219.0
26-Jun-23 00:08:27.000000	3060380.0	2709498.0	1871647.0
26-Jun-23 00:08:47.000000	3094653.0	2633870.0	1923867.0
26-Jun-23 00:09:07.000000	3123491.0	2555930.0	1984543.0
26-Jun-23 00:09:27.000000	3146749.0	2475839.0	2052215.0
26-Jun-23 00:09:47.000000	3163817.0	2394388.0	2125309.0
26-Jun-23 00:10:07.000000	3175616.0	2312014.0	2202025.0
26-Jun-23 00:10:27.000000	3180746.0	2229834.0	2281826.0
26-Jun-23 00:10:47.000000	3180479.0	2148382.0	2363672.0
26-Jun-23 00:11:07.000000	3173967.0	2069242.0	2445952.0
26-Jun-23 00:11:27.000000	3161554.0	1992717.0	2528202.0
26-Jun-23 00:11:47.000000	3143266.0	1920504.0	2609500.0
26-Jun-23 00:12:07.000000	3119272.0	1854017.0	2689207.0
26-Jun-23 00:12:27.000000	3089618.0	1794396.0	2766852.0
26-Jun-23 00:12:47.000000	3054109.0	1743702.0	2842058.0
26-Jun-23 00:13:07.000000	3013191.0	1703068.0	2913549.0
26-Jun-23 00:13:27.000000	2967147.0	1673969.0	2981968.0
26-Jun-23 00:13:47.000000	2915954.0	1657169.0	3046295.0
26-Jun-23 00:14:07.000000	2860302.0	1653781.0	3106397.0
26-Jun-23 00:14:27.000000	2799836.0	1663417.0	3161678.0
26-Jun-23 00:14:47.000000	2734984.0	1686018.0	3212212.0
26-Jun-23 00:15:07.000000	2666269.0	1720777.0	3257891.0
26-Jun-23 00:15:27.000000	2594199.0	1766183.0	3298061.0
26-Jun-23 00:15:47.000000	2518927.0	1821188.0	3332780.0
26-Jun-23 00:16:07.000000	2441086.0	1884202.0	3362037.0
26-Jun-23 00:16:27.000000	2360887.0	1953313.0	3385762.0
26-Jun-23 00:16:47.000000	2279640.0	2027759.0	3403011.0
26-Jun-23 00:17:07.000000	2197449.0	2105616.0	3414997.0
26-Jun-23 00:17:27.000000	2115276.0	2186130.0	3420772.0
26-Jun-23 00:17:47.000000	2033730.0	2267952.0	3420717.0
26-Jun-23 00:18:07.000000	1954143.0	2350557.0	3414639.0
26-Jun-23 00:18:27.000000	1877393.0	2432376.0	3402667.0
26-Jun-23 00:18:47.000000	1805017.0	2513479.0	3384823.0
26-Jun-23 00:19:07.000000	1737824.0	2592713.0	3360864.0
26-Jun-23 00:19:27.000000	1678289.0	2669653.0	3331748.0
26-Jun-23 00:19:47.000000	1626796.0	2743394.0	3296552.0
26-Jun-23 00:20:07.000000	1585286.0	2814522.0	3256045.0
26-Jun-23 00:20:27.000000	1555464.0	2881555.0	3210401.0
26-Jun-23 00:20:47.000000	1537949.0	2944617.0	3159466.0
