ST,east,north,up,azimuth,distance
741093367.0,246.22342274497177,-237.48520787928885,-0.009075698583373537,133.96506212994424,342.0894588696327
741093387.0,250.27010143331574,-241.10924093255767,-0.0089542103680742,133.931949716572,347.5180423150952
741093407.0,254.32553486810127,-244.7276671189545,-0.01021744468881991,133.89821460547898,352.949158859221
741093427.0,258.3892377516029,-248.34174180928886,-0.01018425753613883,133.86408427746022,358.38334072711285
741093447.0,262.46227067750704,-251.95007712936817,-0.010250694816193118,133.82930395066091,363.8204019769748
741093467.0,266.54381570123695,-255.5530786781115,-0.010008767985908662,133.79403640211976,369.260046187556
741093487.0,270.63469076698846,-259.15105003455886,-0.010571494018620342,133.7582505949652,374.70308589676426
741093507.0,274.7348958753685,-262.7432820191759,-0.011233844747692956,133.72189249022003,380.14904347881475
741093527.0,278.84443102577023,-266.3290654539752,-0.011290789129361656,133.68491094650014,385.59744270375205
741093547.0,282.9632962190684,-269.9098186956433,-0.012152387214172222,133.6474830774464,391.0492772470949
741093567.0,287.09230939945877,-273.4837177872679,-0.012816567488187047,133.60935589202407,396.5038940679657
741093587.0,291.2312279187066,-277.05245418237814,-0.013000303362076693,133.5707571593819,401.9622998286237
741093607.0,295.37947648035697,-280.6147420274817,-0.012578633078589974,133.53163151667954,407.4232057320249
741093627.0,299.53787302959347,-284.1715940787568,-0.013369604188227413,133.49202440235334,412.88791730971565
741093647.0,303.70641756592227,-287.7208828015576,-0.013258128210196674,133.45174422326934,418.35498619095483
741093667.0,307.8859280346401,-291.2643301293749,-0.01476728177541986,133.41091079473358,423.82620811774376
741093687.0,312.07534384198925,-294.801196404071,-0.014385930809936553,133.36957187780058,429.3003210287263
741093707.0,316.27572558199523,-298.3315121056215,-0.014920179840601122,133.32765438959046,434.7781338885894
741093727.0,320.4862553092065,-301.85497365733147,-0.0152570121772726,133.2852251881475,440.25886131205374
741093747.0,324.7077509683129,-305.3704662787519,-0.01509938491972207,133.2421275477328,445.74235295089727
741093767.0,328.9402125599631,-308.87940832748416,-0.01585735719837089,133.19851789855653,451.2296004560543
741093787.0,333.1842153804989,-312.3816672999562,-0.01624583109986588,133.15435425981283,456.7209513957283
741093807.0,337.4391841333108,-315.8766665203804,-0.016844874874095694,133.10965407818725,462.2156114202354
741093827.0,341.70593676346925,-319.36329121076085,-0.017357448437337553,133.06426899927135,467.7134368311106
741093847.0,345.9836553257906,-322.8426561502112,-0.018080592069907198,133.01839003063208,473.21461345009095
741093867.0,350.27291511634894,-326.3146288342307,-0.017729207471887776,132.97197659844932,478.71949203612627
741093887.0,354.57395878490263,-329.7789361667167,-0.01799638185966046,132.9250047531174,484.22808570718945
741093907.0,358.88760427511176,-333.23446336798975,-0.01858507287997213,132.87733369271123,489.7402577678103
741093927.0,363.21221569786474,-336.6820216390528,-0.018679304225969418,132.8291852527546,495.2553859647685
741093947.0,367.5494289426541,-340.12150895780525,-0.01980008232800401,132.78044033686044,500.774623530192
741093967.0,371.8990013611319,-343.55248924228135,-0.019549291649127554,132.73110199099685,506.2975213034082
741093987.0,376.2611756015331,-346.97539857358333,-0.020325045952859,132.68120792447561,511.82457881616506
741094007.0,380.6353763680097,-350.3882419206658,-0.02129735728519222,132.63065771207394,517.3540468760938
741094027.0,385.0219363077938,-353.79328741209133,-0.02160312892362981,132.57963117554428,522.8877333195506
741094047.0,389.4224913115627,-357.18972384662464,-0.022058336087866337,132.52795974885848,528.4263198979893
741094067.0,393.835072840758,-360.5760942961983,-0.02271009970417026,132.47569221789743,533.9674001073342
741094087.0,398.2602561922577,-363.9529754368684,-0.022978351252533002,132.42285162894913,539.511816359635
