time,iso_string,NDP1-1,NDP1-2,NDP1-3
741009607.0,2023-06-26T00:00:07.000,-1.664058910666455,-7.423147296781174,-7.939988322824831
741009627.0,2023-06-26T00:00:27.000,-1.4694117366209625,-8.018106198193209,-8.499270144013416
741009647.0,2023-06-26T00:00:47.000,-1.734367357397737,-7.327600962936387,-6.733646995926712
741009667.0,2023-06-26T00:01:07.000,-2.4441732685787088,-8.445159146930337,-6.795645372958958
741009687.0,2023-06-26T00:01:27.000,-1.3290821357481164,-6.981820449447618,-8.922904019992295
741009707.0,2023-06-26T00:01:47.000,-2.651719620883064,-7.610317798545374,-8.226029953606329
741009727.0,2023-06-26T00:02:07.000,-2.2507518775416457,-6.805961955014261,-7.373813963562625
741009747.0,2023-06-26T00:02:27.000,-1.577507294059366,-8.291369326851594,-7.625084859119724
741009767.0,2023-06-26T00:02:47.000,-1.4971080596559716,-7.33454754284768,-7.311176066626679
741009787.0,2023-06-26T00:03:07.000,-2.1401995792924566,-7.132161309675311,-8.756768030027118
741009807.0,2023-06-26T00:03:27.000,-0.1686760834340717,-7.57087545628643,-8.686225979959161
741009827.0,2023-06-26T00:03:47.000,-2.2164213548503398,-7.060898171951102,-9.528986139883955
741009847.0,2023-06-26T00:04:07.000,-1.2796606043474767,-5.79296790976791,-7.549250974281385
741009867.0,2023-06-26T00:04:27.000,-1.2588599378249299,-6.993835230550971,-8.507915958078094
741009887.0,2023-06-26T00:04:47.000,-2.5970645036510476,-7.1158936173487675,-8.103301081074932
741009907.0,2023-06-26T00:05:07.000,-1.9956684097266475,-8.571699647408337,-7.324255990104334
741009927.0,2023-06-26T00:05:27.000,-2.483564410726835,-6.200148014001705,-8.448200181554455
741009947.0,2023-06-26T00:05:47.000,-2.389618319620368,-6.954967124017664,-7.731299919933043
741009967.0,2023-06-26T00:06:07.000,-1.933271903165057,-6.3543037017499415,-7.662563288812763
741009987.0,2023-06-26T00:06:27.000,-1.0757924824966736,-7.788541926867509,-5.783090684796655
741010007.0,2023-06-26T00:06:47.000,-2.676012816937856,-8.097181453936564,-7.070351150550991
741010027.0,2023-06-26T00:07:07.000,-2.6971691492905236,-7.194096638607483,-7.78511663515058
741010047.0,2023-06-26T00:07:27.000,-1.9294400865010886,-7.266904614389169,-7.159398067857481
741010067.0,2023-06-26T00:07:47.000,-2.4347630737553416,-8.266157683078923,-7.709966240376787
741010087.0,2023-06-26T00:08:07.000,-2.128108468080203,-7.326680141583886,-7.162557564721617
741010107.0,2023-06-26T00:08:27.000,-0.872561290155005,-7.420943440550332,-8.484688409260421
741010127.0,2023-06-26T00:08:47.000,-2.542261088911424,-6.826640658363914,-7.591254367311784
741010147.0,2023-06-26T00:09:07.000,-1.6275110175545393,-7.7114268685951615,-8.15313055715361
741010167.0,2023-06-26T00:09:27.000,-0.32849194514517066,-6.8801732781675895,-7.26512156867809
741010187.0,2023-06-26T00:09:47.000,-0.5747480821605144,-6.415482042276821,-8.530198466782934
741010207.0,2023-06-26T00:10:07.000,-0.6224952275313278,-7.259131514825157,-6.592032744734411
741010227.0,2023-06-26T00:10:27.000,-1.1848501357381025,-7.6495502701501294,-6.196185424411915
741010247.0,2023-06-26T00:10:47.000,-1.3135884575410373,-8.119323658539734,-6.668158245304312
741010267.0,2023-06-26T00:11:07.000,-0.9394889598945966,-7.854975710741563,-8.4463125306522
741010287.0,2023-06-26T00:11:27.000,-1.0168435689794642,-6.638157640370679,-6.520772767548699
741010307.0,2023-06-26T00:11:47.000,-2.2044557754896665,-6.611040557324976,-9.556384258191386
741010327.0,2023-06-26T00:12:07.000,-1.4368558345800864,-7.38872912480204,-6.598351158526583
741010347.0,2023-06-26T00:12:27.000,-3.0260776426316305,-8.085828766080105,-5.897240599317399
741010367.0,2023-06-26T00:12:47.000,-0.4162068858559742,-7.577327485730478,-7.217056691999346
741010387.0,2023-06-26T00:13:07.000,-0.8728749904540756,-7.708271122663923,-7.545092280958343
741010407.0,2023-06-26T00:13:27.000,-0.5704628609826123,-8.585527685589511,-6.404713987095967
741010427.0,2023-06-26T00:13:47.000,-1.6432371499508491,-7.920081130863288,-7.315549477659999
741010447.0,2023-06-26T00:14:07.000,-0.49124175207637677,-8.172534865780179,-5.966283899194735
741010467.0,2023-06-26T00:14:27.000,0.8476595858564195,-8.151393927113837,-6.212468602884158
741010487.0,2023-06-26T00:14:47.000,-2.4272897852672948,-7.841124380658648,-6.7249049916728865
741010507.0,2023-06-26T00:15:07.000,-2.1643391891035257,-7.601577780302904,-7.60961003323235
741010527.0,2023-06-26T00:15:27.000,-0.9930854412143475,-7.631081431158648,-8.75138444085266
741010547.0,2023-06-26T00:15:47.000,-2.4561842982828708,-7.354193011899213,-7.338599329020923
741010567.0,2023-06-26T00:16:07.000,-2.121244700692415,-7.122192999164945,-7.213852327891956
741010587.0,2023-06-26T00:16:27.000,-0.6102784553374541,-7.358427803949574,-6.8774562843376685
741010607.0,2023-06-26T00:16:47.000,-2.174551669764657,-7.187980738221356,-6.483297887349693
741010627.0,2023-06-26T00:17:07.000,-1.6572573183104566,-8.384907699432453,-5.987484815084265
741010647.0,2023-06-26T00:17:27.000,-1.8730554932400167,-7.193079911838041,-6.554394407221054
741010667.0,2023-06-26T00:17:47.000,-1.0475453401381785,-8.544602142568358,-6.811471530610014
741010687.0,2023-06-26T00:18:07.000,-0.8539965755893775,-8.00414895549828,-7.959114302957815
741010707.0,2023-06-26T00:18:27.000,-2.3337710023496605,-7.779334768365231,-6.791854556964516
741010727.0,2023-06-26T00:18:47.000,-0.8774952588219698,-8.02364721217419,-6.761924151543752
741010747.0,2023-06-26T00:19:07.000,-1.822006207008453,-6.437808304515791,-8.413211666469245
741010767.0,2023-06-26T00:19:27.000,-1.9370845680155568,-8.48386752263508,-6.045520671937865
741010787.0,2023-06-26T00:19:47.000,-2.6202589164747714,-8.037312792574802,-6.013990170794514
741010807.0,2023-06-26T00:20:07.000,-0.16062567845809284,-7.395590888759074,-6.076376261288097
741010827.0,2023-06-26T00:20:27.000,-0.8484398959396344,-5.935307441129467,-8.074656980916473
741010847.0,2023-06-26T00:20:47.000,-1.5973376305322695,-8.272343302362373,-5.786067308077847
741010867.0,2023-06-26T00:21:07.000,-1.4840114629488532,-6.872040939831514,-6.537623535662895
741010887.0,2023-06-26T00:21:27.000,-1.1408840792426211,-6.999154677700403,-6.58008317786507
741010907.0,2023-06-26T00:21:47.000,-1.419361646315398,-6.315517915034263,-6.227649543788516
741010927.0,2023-06-26T00:22:07.000,0.8318633126669361,-7.859379262065147,-7.143423852906672
741010947.0,2023-06-26T00:22:27.000,-1.528286818897051,-7.849583627494994,-6.288960836831059
741010967.0,2023-06-26T00:22:47.000,-1.4423138994468232,-6.8724352558779955,-6.932719212771055
741010987.0,2023-06-26T00:23:07.000,-2.303174256512719,-7.71856302113072,-5.256557613053658
741011007.0,2023-06-26T00:23:27.000,-1.3741269965561465,-7.606484148015014,-6.441401364698507
741011027.0,2023-06-26T00:23:47.000,-1.3451256587249105,-7.230187067253091,-6.700543302540218
741011047.0,2023-06-26T00:24:07.000,-0.7464511457278,-6.227645166889673,-4.994963539384223
741011067.0,2023-06-26T00:24:27.000,-1.3962038506676322,-7.061925342566333,-5.827068358765786
741011087.0,2023-06-26T00:24:47.000,-1.4244232445226324,-6.526228814696111,-5.190944646860096
741011107.0,2023-06-26T00:25:07.000,-0.77512285020509,-6.7189964065850205,-6.6651146695795305
741011127.0,2023-06-26T00:25:27.000,0.35301887556515865,-6.864350270263664,-6.29972776651222
741011147.0,2023-06-26T00:25:47.000,-0.41098612666434775,-8.275309804806064,-6.643687612051252
741011167.0,2023-06-26T00:26:07.000,-0.3942056834627117,-7.680251319386322,-6.885238769926971
741011187.0,2023-06-26T00:26:27.000,-1.641502247562432,-8.351193858113781,-6.250975713650853
741011207.0,2023-06-26T00:26:47.000,0.5980574389718996,-6.59656316797097,-6.618039697925404
741011227.0,2023-06-26T00:27:07.000,-0.04578566985546928,-6.5549468820869095,-5.576661737261013
741011247.0,2023-06-26T00:27:27.000,-0.7177961207749384,-5.6988736009566665,-7.554192016723249
741011267.0,2023-06-26T00:27:47.000,-0.306284209161678,-6.4923458985566285,-4.9761315441543275
741011287.0,2023-06-26T00:28:07.000,-0.43329071813813513,-6.193690450584377,-8.249943600135978
741011307.0,2023-06-26T00:28:27.000,-1.317889488339219,-6.035000263659995,-6.253276357792714
741011327.0,2023-06-26T00:28:47.000,-1.544065459124777,-8.229584694174896,-6.916111062049701
741011347.0,2023-06-26T00:29:07.000,-0.8803027513604178,-6.722412502324637,-4.169045864732546
741011367.0,2023-06-26T00:29:27.000,-0.4169511291562955,-6.354308368150541,-6.407047788981046
741011387.0,2023-06-26T00:29:47.000,-1.8932373547220216,-6.820858688594278,-5.958632114988482
741011407.0,2023-06-26T00:30:07.000,-0.6908876418298959,-7.278189819426295,-6.835881709621461
741011427.0,2023-06-26T00:30:27.000,-1.4748833245370463,-7.905461730772778,-6.517914779302636
741011447.0,2023-06-26T00:30:47.000,0.02965546848088252,-6.302313107986457,-6.270434985444773
741011467.0,2023-06-26T00:31:07.000,-0.8469035750025,-7.801123801676191,-4.698768155431132
741011487.0,2023-06-26T00:31:27.000,-1.0360087109195781,-6.971408725497952,-5.175284747149789
741011507.0,2023-06-26T00:31:47.000,-1.1677290043254906,-6.6115168821045955,-4.875770513068645
741011527.0,2023-06-26T00:32:07.000,-0.8911202226458137,-5.058420295900312,-4.714587557486105
741011547.0,2023-06-26T00:32:27.000,-0.09901801425460377,-7.53647517073297,-5.455796149189673
741011567.0,2023-06-26T00:32:47.000,0.9140830696363622,-7.22635113787895,-5.360780316787661
741011587.0,2023-06-26T00:33:07.000,-1.3918989443029162,-6.5330692684328895,-5.945209739577351
741011607.0,2023-06-26T00:33:27.000,-1.5081401779082348,-7.529520776405896,-4.60019136703238
741011627.0,2023-06-26T00:33:47.000,-0.4469720262578747,-7.443703522302947,-4.958374794816756
741011647.0,2023-06-26T00:34:07.000,-1.783582879855139,-7.697984742582875,-5.898685991123642
741011667.0,2023-06-26T00:34:27.000,-0.32638946715346506,-6.1719642279634,-6.300598897079901
741011687.0,2023-06-26T00:34:47.000,-2.283576701200829,-7.098526590931797,-6.558467034856186
741011707.0,2023-06-26T00:35:07.000,-1.1291276542424455,-6.018322646172969,-4.939699934891628
741011727.0,2023-06-26T00:35:27.000,0.40651640913491605,-6.1651341158208695,-5.289791199070137
741011747.0,2023-06-26T00:35:47.000,-0.45137460003008556,-6.005157273181183,-5.503237262960425
741011767.0,2023-06-26T00:36:07.000,-0.8067392955335428,-5.419728808808699,-5.123443902865787
741011787.0,2023-06-26T00:36:27.000,-1.3355055051511577,-7.769335590745996,-5.508358684047643
741011807.0,2023-06-26T00:36:47.000,0.5960079620170866,-8.131418017187642,-4.6767021987026425
741011827.0,2023-06-26T00:37:07.000,-1.2158666509609617,-6.181393593518436,-5.726462677380084
741011847.0,2023-06-26T00:37:27.000,-0.33634584001296375,-6.370357200746746,-5.432531991389489
741011867.0,2023-06-26T00:37:47.000,-0.5520249480528427,-7.480670254911281,-3.3300176708106477
741011887.0,2023-06-26T00:38:07.000,-0.9589926361019963,-7.041858841505544,-4.964810678176335
741011907.0,2023-06-26T00:38:27.000,-0.20235035590454586,-8.199924594531893,-4.893833733121689
741011927.0,2023-06-26T00:38:47.000,-0.911278715420849,-7.032095791537074,-4.286576906964434
