,SET,LN,MT,TT,ResiTT,TakeOff,gamma,flag,ST,ant_e0,ant_n0,ant_u0,head0,pitch0,roll0,RT,ant_e1,ant_n1,ant_u1,head1,pitch1,roll1
2991,S01,L01,M11,3.4793768695243044,0.0,0.0,0.0,FALSE,30910,-145.05252020273372,478.4974047817141,0.0,-0.5050485516981501,-0.17328380698616386,3.0007260183944964,30913.479376869524,-145.05252020273372,478.4974047817141,0.0,1.1496712507273612,3.629298419902581,0.871928379443993
2992,S01,L01,M12,3.6249607498871006,0.0,0.0,0.0,FALSE,30910,-145.05252020273372,478.4974047817141,0.0,-0.5050485516981501,-0.17328380698616386,3.0007260183944964,30913.624960749887,-145.05252020273372,478.4974047817141,0.0,2.6474829459252467,0.9659179814164308,-4.438716356706223
2993,S01,L01,M13,3.026995480932584,0.0,0.0,0.0,FALSE,30910,-145.05252020273372,478.4974047817141,0.0,-0.5050485516981501,-0.17328380698616386,3.0007260183944964,30913.026995480934,-145.05252020273372,478.4974047817141,0.0,2.6049224186087776,3.2567358546256484,-1.978661050169531
2994,S01,L01,M11,3.476799596862757,0.0,0.0,0.0,FALSE,30940,-142.1756491886746,479.3600784147329,0.0,0.04150780386403721,-0.018282996287053658,-1.6692146886240455,30943.47679959686,-142.1756491886746,479.3600784147329,0.0,0.21085265242709927,0.01687145946845406,1.2288126954440177
2995,S01,L01,M12,3.626268104749559,0.0,0.0,0.0,FALSE,30940,-142.1756491886746,479.3600784147329,0.0,0.04150780386403721,-0.018282996287053658,-1.6692146886240455,30943.62626810475,-142.1756491886746,479.3600784147329,0.0,-0.20972845646146626,-3.1513231383921623,-0.42753261022033506
2996,S01,L01,M13,3.028342541465748,0.0,0.0,0.0,FALSE,30940,-142.1756491886746,479.3600784147329,0.0,0.04150780386403721,-0.018282996287053658,-1.6692146886240455,30943.028342541467,-142.1756491886746,479.3600784147329,0.0,2.125659765358394,-2.2496166094873766,-0.9031458538340743
2997,S01,L01,M11,3.474299677097072,0.0,0.0,0.0,FALSE,30970,-139.29364814016338,480.2054555997926,0.0,-1.301746305140948,3.31146257385666,5.36570525335402,30973.4742996771,-139.29364814016338,480.2054555997926,0.0,-2.0276309844944,-0.27374644939772097,-0.7663076265458856
2998,S01,L01,M12,3.6276390604438333,0.0,0.0,0.0,FALSE,30970,-139.29364814016338,480.2054555997926,0.0,-1.301746305140948,3.31146257385666,5.36570525335402,30973.627639060443,-139.29364814016338,480.2054555997926,0.0,0.027704117095749794,0.6228756035896107,-0.22971937089852593
2999,S01,L01,M13,3.0296099960739005,0.0,0.0,0.0,FALSE,30970,-139.29364814016338,480.2054555997926,0.0,-1.301746305140948,3.31146257385666,5.36570525335402,30973.029609996072,-139.29364814016338,480.2054555997926,0.0,-1.5886602977403388,1.1045314535518593,-0.11018687552498553
3000,S01,L01,M11,3.4717253853600036,0.0,0.0,0.0,FALSE,31000,-136.40662104663002,481.03350583368007,0.0,-1.227892195320753,1.5531746778020583,1.108211521570256,31003.47172538536,-136.40662104663002,481.03350583368007,0.0,-2.9401576051623763,-0.6238073344911158,0.80439687395682
3001,S01,L01,M12,3.628942244316767,0.0,0.0,0.0,FALSE,31000,-136.40662104663002,481.03350583368007,0.0,-1.227892195320753,1.5531746778020583,1.108211521570256,31003.628942244315,-136.40662104663002,481.03350583368007,0.0,-0.5089925262856472,0.13768735960213163,-1.9017098877953356
3002,S01,L01,M13,3.0309778447975835,0.0,0.0,0.0,FALSE,31000,-136.40662104663002,481.03350583368007,0.0,-1.227892195320753,1.5531746778020583,1.108211521570256,31003.0309778448,-136.40662104663002,481.03350583368007,0.0,1.1408873415850789,-1.495586658419348,2.09168051316366
3003,S01,L01,M11,3.469113639937107,0.0,0.0,0.0,FALSE,31030,-133.514672078855,481.84419923838016,0.0,1.5205856950715864,1.2805400972149341,-2.476726343008572,31033.469113639938,-133.514672078855,481.84419923838016,0.0,-3.277942489452783,-1.3866591731685578,-3.345691557122629
3004,S01,L01,M12,3.630279464559337,0.0,0.0,0.0,FALSE,31030,-133.514672078855,481.84419923838016,0.0,1.5205856950715864,1.2805400972149341,-2.476726343008572,31033.63027946456,-133.514672078855,481.84419923838016,0.0,0.33163963162137905,4.3797139207921125,-0.7733299681857521
3005,S01,L01,M13,3.032377011146105,0.0,0.0,0.0,FALSE,31030,-133.514672078855,481.84419923838016,0.0,1.5205856950715864,1.2805400972149341,-2.476726343008572,31033.032377011146,-133.514672078855,481.84419923838016,0.0,3.390826478180056,1.885022909696418,-3.965753316170201
3006,S01,L01,M11,3.466556875074668,0.0,0.0,0.0,FALSE,31060,-130.61790558521292,482.63750656215313,0.0,-0.5771037825711592,-2.0904738271676053,-2.357136780639804,31063.466556875075,-130.61790558521292,482.63750656215313,0.0,0.910909565389408,-1.468430953982913,-2.9021048231514297
3007,S01,L01,M12,3.6314823294819663,0.0,0.0,0.0,FALSE,31060,-130.61790558521292,482.63750656215313,0.0,-0.5771037825711592,-2.0904738271676053,-2.357136780639804,31063.63148232948,-130.61790558521292,482.63750656215313,0.0,-0.13671864471544742,-3.174662711680701,0.06766821241755033
3008,S01,L01,M13,3.033760025575355,0.0,0.0,0.0,FALSE,31060,-130.61790558521292,482.63750656215313,0.0,-0.5771037825711592,-2.0904738271676053,-2.357136780639804,31063.033760025577,-130.61790558521292,482.63750656215313,0.0,-2.6455159402721344,-0.7131279095103596,-1.5722006505429804
3009,S01,L01,M11,3.4640382403605594,0.0,0.0,0.0,FALSE,31090,-127.71642608790565,483.4133991805901,0.0,-0.18587255100971148,0.5193117627807954,-2.985884920847735,31093.46403824036,-127.71642608790565,483.4133991805901,0.0,-1.9605358208481614,1.452826713604899,2.483224344663787
3010,S01,L01,M12,3.632788095941198,0.0,0.0,0.0,FALSE,31090,-127.71642608790565,483.4133991805901,0.0,-0.18587255100971148,0.5193117627807954,-2.985884920847735,31093.63278809594,-127.71642608790565,483.4133991805901,0.0,0.911660658139702,-2.0547343392430246,1.3860650903563358
3011,S01,L01,M13,3.035128498161425,0.0,0.0,0.0,FALSE,31090,-127.71642608790565,483.4133991805901,0.0,-0.18587255100971148,0.5193117627807954,-2.985884920847735,31093.035128498163,-127.71642608790565,483.4133991805901,0.0,0.5065606980480503,0.07293321580289804,1.2202777122268609
3012,S01,L01,M11,3.461491887473685,0.0,0.0,0.0,FALSE,31120,-124.81033827919192,484.171849097646,0.0,-0.383241005828381,-0.9642474409304015,0.11391660829161525,31123.461491887472,-124.81033827919192,484.171849097646,0.0,0.2824850213502917,-1.2749381127454322,2.753691766394684
3013,S01,L01,M12,3.6340763782227334,0.0,0.0,0.0,FALSE,31120,-124.81033827919192,484.171849097646,0.0,-0.383241005828381,-0.9642474409304015,0.11391660829161525,31123.63407637822,-124.81033827919192,484.171849097646,0.0,0.03383297742432939,2.39140885074146,-1.5115322613382263
3014,S01,L01,M13,3.0365182160623005,0.0,0.0,0.0,FALSE,31120,-124.81033827919192,484.171849097646,0.0,-0.383241005828381,-0.9642474409304015,0.11391660829161525,31123.036518216064,-124.81033827919192,484.171849097646,0.0,-2.7882300868546412,4.0789542684693165,-0.24186355880877472
