time,iso_string,NDP1-1,NDP1-2,NDP1-3
741009607.0,2023-06-26T00:00:07.000,-0.7748496333559451,-0.704509371807216,-1.1215687113708128
741009627.0,2023-06-26T00:00:27.000,0.46512319292757454,-1.3631344526143785,0.9686174389234026
741009647.0,2023-06-26T00:00:47.000,-0.955017401027547,-0.48862243571257125,-0.06439982180861392
741009667.0,2023-06-26T00:01:07.000,-0.026993358814841883,0.2592449976357436,-0.010920811555070742
741009687.0,2023-06-26T00:01:27.000,-1.1124647317006797,0.7688815417017381,-1.2273367187232154
741009707.0,2023-06-26T00:01:47.000,0.3632960287935916,0.7215559918893888,-1.0279102898858028
741009727.0,2023-06-26T00:02:07.000,0.7061688388043663,1.7112212299164042,-0.8881362188351005
741009747.0,2023-06-26T00:02:27.000,-1.170595078836545,1.2343406516901467,-0.025426818783813587
741009767.0,2023-06-26T00:02:47.000,0.5841254274274732,-1.6472793325394974,0.4768654105924419
741009787.0,2023-06-26T00:03:07.000,0.5560356218459184,-0.40352733990944856,-1.3145111100620888
741009807.0,2023-06-26T00:03:27.000,1.3417708627172509,0.9853887971589259,0.8535041117530007
741009827.0,2023-06-26T00:03:47.000,0.7964386047998318,0.30582554472191603,0.15772833782401463
741009847.0,2023-06-26T00:04:07.000,0.4999708329345154,-0.6563686863025886,-1.0840491448171896
741009867.0,2023-06-26T00:04:27.000,0.5013781388729655,1.6403208616733167,0.4316253361058564
741009887.0,2023-06-26T00:04:47.000,0.5340854332458456,-0.9727699052941574,-0.27709434167189073
741009907.0,2023-06-26T00:05:07.000,0.7725730397423192,-1.4576438762348154,-0.1262843571714356
741009927.0,2023-06-26T00:05:27.000,0.9763214089186789,0.2888930123456923,1.1113579301835763
741009947.0,2023-06-26T00:05:47.000,0.21175311151200304,-0.31302641035901857,-2.035563115831973
741009967.0,2023-06-26T00:06:07.000,-0.7579965813686584,-1.241677851637757,-0.9686754100846073
741009987.0,2023-06-26T00:06:27.000,-1.7594538615051114,-0.9595005492468722,0.16235598229163983
741010007.0,2023-06-26T00:06:47.000,0.8458930349175553,-0.7494279881337107,-0.26676324236252213
741010027.0,2023-06-26T00:07:07.000,-0.3152912814496922,0.6205547749327245,0.1292729610025134
741010047.0,2023-06-26T00:07:27.000,0.16394332701397119,-1.299177119451489,-0.4357670710275485
741010067.0,2023-06-26T00:07:47.000,-1.5072779228075817,0.23709958336670667,0.005223939014697976
741010087.0,2023-06-26T00:08:07.000,1.7002707634827807,0.030897783198646778,2.3049733629765257
741010107.0,2023-06-26T00:08:27.000,-0.7789061720275825,-1.2475229480446437,-0.677881028676719
741010127.0,2023-06-26T00:08:47.000,-0.29537039384353037,-0.542571619333021,0.788231937287609
741010147.0,2023-06-26T00:09:07.000,-0.1303892389392658,-0.17197793003020934,-0.4735505225617054
